용도,면적,국적,허가,구,동,연도
기타,19240.0,중국,1.0,덕양구,주교동,20
기타,19240.0,중국,1.0,덕양구,주교동,20
상업용지,146.0,미국,1.0,덕양구,원당동,20
상업용지,178.0,미국,1.0,덕양구,원당동,20
상업용지,826.0,미국,1.0,덕양구,원당동,20
주택용지(그 밖의 주택),200.5653,프랑스,1.0,덕양구,삼송동,20
주택용지(아파트),53.072,중국,0.0,일산동구,마두동,19
주택용지(그 밖의 주택),33.609,중국,0.0,일산동구,풍동,19
기타,440.0,캐나다,0.0,일산동구,성석동,19
주택용지(아파트),59.876,미국,0.0,일산동구,장항동,19
기타,8.912,중국,0.0,일산동구,장항동,19
기타,9.0677,중국,0.0,일산동구,장항동,19
기타,11.0847,중국,0.0,일산동구,장항동,19
기타,4.47,미국,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),54.43,중국,1.0,일산동구,식사동,19
기타,4.961,미국,0.0,일산동구,백석동,19
주택용지(그 밖의 주택),27.215,중국,0.0,일산동구,식사동,19
주택용지(아파트),57.3728,미국,0.0,일산동구,식사동,19
기타,7.74,캐나다,0.0,일산동구,백석동,19
주택용지(그 밖의 주택),63.0,중국,0.0,일산동구,풍동,19
주택용지(그 밖의 주택),63.0,중국,0.0,일산동구,풍동,19
주택용지(그 밖의 주택),8.05,캐나다,0.0,일산동구,백석동,19
상업용지,14.618305,미국,0.0,일산동구,백석동,19
상업용지,14.673295,미국,0.0,일산동구,백석동,19
주택용지(그 밖의 주택),5.52,중국,0.0,일산동구,식사동,19
주택용지(그 밖의 주택),5.52,중국,0.0,일산동구,식사동,19
주택용지(아파트),47.9055,중국,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),63.0,중국,0.0,일산동구,풍동,19
주택용지(그 밖의 주택),3.53645,중국,0.0,일산동구,백석동,19
주택용지(그 밖의 주택),3.53645,중국,0.0,일산동구,백석동,19
기타,53.09,중국,0.0,일산동구,중산동,19
주택용지(그 밖의 주택),3.57,미국,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),3.55,미국,0.0,일산동구,장항동,19
주택용지(아파트),31.59,브라질,0.0,일산동구,백석동,19
기타,9.37,미국,0.0,일산동구,백석동,19
기타,9.28,미국,0.0,일산동구,백석동,19
기타,8.78,미국,0.0,일산동구,백석동,19
주택용지(그 밖의 주택),28.41,중국,0.0,일산동구,식사동,19
주택용지(그 밖의 주택),28.41,중국,0.0,일산동구,식사동,19
기타,5.17,중국,0.0,일산동구,백석동,19
기타,6.41,중국,0.0,일산동구,백석동,19
주택용지(아파트),25.55,미국,0.0,일산동구,백석동,19
주택용지(아파트),15.557,러시아,0.0,일산동구,풍동,19
주택용지(그 밖의 주택),56.81,중국,1.0,일산동구,식사동,19
주택용지(그 밖의 주택),56.81,중국,1.0,일산동구,식사동,19
주택용지(그 밖의 주택),53.09,중국,0.0,일산동구,사리현동,19
기타,3.57,미국,0.0,일산동구,장항동,19
기타,3.55,미국,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),31.59,남아프리카공화국,0.0,일산동구,백석동,19
주택용지(아파트),14.8,러시아,0.0,일산동구,백석동,19
기타,121.25,미국,0.0,일산동구,사리현동,19
기타,183.25,미국,0.0,일산동구,사리현동,19
기타,29.5,미국,0.0,일산동구,사리현동,19
기타,3669.0,미국,0.0,일산동구,산황동,19
기타,4959.0,미국,0.0,일산동구,산황동,19
기타,343.38,미국,1.0,일산동구,설문동,19
기타,343.38,미국,1.0,일산동구,설문동,19
기타,258.4,미국,1.0,일산동구,설문동,19
주택용지(아파트),30.4391,중국,0.0,일산동구,식사동,19
기타,63.0,캐나다,0.0,일산동구,성석동,19
주택용지(아파트),73.14,캐나다,0.0,일산동구,중산동,19
기타,284.5,영국,0.0,일산동구,장항동,19
주택용지(아파트),48.89,캐나다,0.0,일산동구,중산동,19
주택용지(아파트),41.18,미국,0.0,일산동구,식사동,19
주택용지(아파트),41.18,미국,0.0,일산동구,식사동,19
주택용지(그 밖의 주택),30.86,중국,1.0,일산동구,중산동,19
주택용지(그 밖의 주택),30.86,중국,1.0,일산동구,중산동,19
주택용지(아파트),21.66,미국,0.0,일산동구,식사동,19
주택용지(그 밖의 주택),62.82,중국,0.0,일산동구,성석동,19
주택용지(아파트),70.97,미국,0.0,일산동구,식사동,19
주택용지(아파트),33.8133,중국,0.0,일산동구,장항동,19
주택용지(아파트),33.052,미국,0.0,일산동구,장항동,19
주택용지(단독주택),126.75,미국,0.0,일산동구,마두동,19
레져용지,14.178,캐나다,0.0,일산동구,장항동,19
레져용지,13.626,캐나다,0.0,일산동구,장항동,19
레져용지,13.635,캐나다,0.0,일산동구,장항동,19
레져용지,13.712,캐나다,0.0,일산동구,장항동,19
레져용지,7.7,캐나다,0.0,일산동구,장항동,19
레져용지,13.726,캐나다,0.0,일산동구,장항동,19
레져용지,13.88,캐나다,0.0,일산동구,장항동,19
레져용지,14.206,캐나다,0.0,일산동구,장항동,19
레져용지,14.753,캐나다,0.0,일산동구,장항동,19
레져용지,9.357,캐나다,0.0,일산동구,장항동,19
레져용지,14.281,캐나다,0.0,일산동구,장항동,19
레져용지,13.626,캐나다,0.0,일산동구,장항동,19
레져용지,13.635,캐나다,0.0,일산동구,장항동,19
레져용지,13.712,캐나다,0.0,일산동구,장항동,19
레져용지,7.7,캐나다,0.0,일산동구,장항동,19
레져용지,13.726,캐나다,0.0,일산동구,장항동,19
레져용지,13.88,캐나다,0.0,일산동구,장항동,19
레져용지,14.206,캐나다,0.0,일산동구,장항동,19
레져용지,14.753,캐나다,0.0,일산동구,장항동,19
레져용지,9.357,캐나다,0.0,일산동구,장항동,19
레져용지,14.238,캐나다,0.0,일산동구,장항동,19
레져용지,13.626,캐나다,0.0,일산동구,장항동,19
레져용지,13.635,캐나다,0.0,일산동구,장항동,19
레져용지,13.712,캐나다,0.0,일산동구,장항동,19
레져용지,7.7,캐나다,0.0,일산동구,장항동,19
레져용지,13.726,캐나다,0.0,일산동구,장항동,19
레져용지,13.88,캐나다,0.0,일산동구,장항동,19
레져용지,14.206,캐나다,0.0,일산동구,장항동,19
레져용지,14.206,캐나다,0.0,일산동구,장항동,19
레져용지,9.357,캐나다,0.0,일산동구,장항동,19
레져용지,156.213,캐나다,0.0,일산동구,장항동,19
레져용지,154.787,캐나다,0.0,일산동구,장항동,19
레져용지,108.101,캐나다,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),41.032,캐나다,0.0,일산동구,장항동,19
주택용지(아파트),41.43,캐나다,0.0,일산동구,식사동,19
주택용지(그 밖의 주택),4.47,중국,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),14.7,중국,0.0,일산동구,풍동,19
공장용지,793.5,미국,0.0,일산동구,장항동,19
주택용지(아파트),21.65885,싱가포르,0.0,일산동구,식사동,19
기타,440.0,브라질,1.0,일산동구,성석동,19
기타,909.0,브라질,1.0,일산동구,성석동,19
기타,908.0,브라질,1.0,일산동구,성석동,19
주택용지(아파트),37.4404,미국,0.0,일산동구,백석동,19
주택용지(아파트),54.7862,미국,0.0,일산동구,식사동,19
주택용지(그 밖의 주택),5.578,미국,0.0,일산동구,장항동,19
주택용지(아파트),55.97,중국,0.0,일산동구,중산동,19
주택용지(아파트),120.97,중국,0.0,일산동구,식사동,19
주택용지(아파트),37.09,중국,0.0,일산동구,식사동,19
주택용지(그 밖의 주택),60.0,중국,0.0,일산동구,풍동,19
기타,231.0,일본,0.0,일산동구,백석동,19
주택용지(아파트),48.89,캐나다,0.0,일산동구,중산동,19
주택용지(그 밖의 주택),10.93,미국,0.0,일산동구,백석동,19
주택용지(그 밖의 주택),63.75,중국,0.0,일산동구,문봉동,19
주택용지(아파트),30.18,중국,0.0,일산동구,풍동,19
주택용지(그 밖의 주택),55.44,캐나다,0.0,일산동구,풍동,19
주택용지(아파트),56.018,캐나다,0.0,일산동구,중산동,19
주택용지(그 밖의 주택),6.25,미국,0.0,일산동구,백석동,19
주택용지(그 밖의 주택),24.49,중국,0.0,일산동구,중산동,19
주택용지(그 밖의 주택),24.49,중국,1.0,일산동구,중산동,19
주택용지(그 밖의 주택),55.44,캐나다,1.0,일산동구,풍동,19
주택용지(단독주택),204.0,캐나다,0.0,일산동구,백석동,19
기타,5.14,대만,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),6.21,미국,0.0,일산동구,장항동,19
주택용지(아파트),59.328,중국,0.0,일산동구,풍동,19
주택용지(아파트),25.11,미국,0.0,일산동구,중산동,19
주택용지(아파트),25.11,미국,0.0,일산동구,중산동,19
주택용지(그 밖의 주택),4.65,중국,0.0,일산동구,식사동,19
주택용지(아파트),96.48,미국,0.0,일산동구,마두동,19
주택용지(그 밖의 주택),7.15,오스트레일리아,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),4.76,오스트레일리아,0.0,일산동구,장항동,19
주택용지(그 밖의 주택),4.77,오스트레일리아,0.0,일산동구,장항동,19
기타,38.53,중국,0.0,일산동구,장항동,19
주택용지(단독주택),247.9,중국,0.0,일산동구,정발산동,20
주택용지(그 밖의 주택),5.29,중국,0.0,일산동구,장항동,20
주택용지(아파트),33.84,미국,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),70.3411,중국,1.0,일산동구,성석동,20
주택용지(아파트),21.37,중국,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),14.5335,캐나다,0.0,일산동구,정발산동,20
주택용지(그 밖의 주택),14.5335,캐나다,0.0,일산동구,정발산동,20
주택용지(아파트),14.12,중국,0.0,일산동구,풍동,20
주택용지(아파트),14.12,중국,0.0,일산동구,풍동,20
주택용지(아파트),50.0,중국,0.0,일산동구,중산동,20
주택용지(그 밖의 주택),12.315,캐나다,0.0,일산동구,백석동,20
주택용지(아파트),37.88,미국,0.0,일산동구,풍동,20
기타,47364.3,일본,0.0,일산동구,장항동,20
주택용지(그 밖의 주택),27.2623,영국,0.0,일산동구,마두동,20
주택용지(그 밖의 주택),66.215,중국,0.0,일산동구,풍동,20
주택용지(그 밖의 주택),85.138,중국,1.0,일산동구,식사동,20
주택용지(아파트),50.383,중국,0.0,일산동구,백석동,20
주택용지(아파트),59.67,미국,0.0,일산동구,마두동,20
주택용지(그 밖의 주택),60.12,중국,0.0,일산동구,풍동,20
주택용지(그 밖의 주택),5.52,중국,0.0,일산동구,식사동,20
주택용지(아파트),37.78,미국,0.0,일산동구,마두동,20
주택용지(아파트),33.34,오스트레일리아,0.0,일산동구,식사동,20
주택용지(아파트),53.052,중국,0.0,일산동구,마두동,20
기타,8.87,미국,0.0,일산동구,장항동,20
주택용지(아파트),100.58,중국,0.0,일산동구,풍동,20
주택용지(그 밖의 주택),5.52,중국,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),5.52,중국,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),5.52,중국,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),5.52,중국,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),7.11,미국,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),60.92,중국,0.0,일산동구,풍동,20
주택용지(아파트),41.83,미국,0.0,일산동구,풍동,20
주택용지(아파트),38.65,미국,0.0,일산동구,풍동,20
주택용지(아파트),48.35,미국,0.0,일산동구,풍동,20
주택용지(그 밖의 주택),27.22,중국,0.0,일산동구,성석동,20
주택용지(그 밖의 주택),4.98,러시아,0.0,일산동구,장항동,20
주택용지(그 밖의 주택),12.9257,미국,0.0,일산동구,장항동,20
주택용지(아파트),24.83,중국,0.0,일산동구,중산동,20
주택용지(아파트),24.83,중국,0.0,일산동구,중산동,20
주택용지(아파트),76.75,대만,1.0,일산동구,식사동,20
상업용지,23.69,캐나다,0.0,일산동구,장항동,20
주택용지(아파트),21.4,중국,0.0,일산동구,백석동,20
기타,6.78,미국,0.0,일산동구,장항동,20
기타,6.62,미국,0.0,일산동구,장항동,20
기타,6.83,미국,0.0,일산동구,장항동,20
기타,2525.0,미국,0.0,일산동구,지영동,20
기타,121.0,미국,0.0,일산동구,지영동,20
기타,973.0,미국,0.0,일산동구,지영동,20
주택용지(그 밖의 주택),66.215,중국,0.0,일산동구,풍동,20
주택용지(그 밖의 주택),7.45,중국,0.0,일산동구,장항동,20
주택용지(그 밖의 주택),73.798,미국,0.0,일산동구,식사동,20
상업용지,19.41,캐나다,0.0,일산동구,풍동,20
주택용지(그 밖의 주택),5.383,미국,0.0,일산동구,장항동,20
상업용지,13.224,미국,0.0,일산동구,풍동,20
상업용지,222.0,미국,0.0,일산동구,백석동,20
주택용지(아파트),51.661,미국,0.0,일산동구,백석동,20
주택용지(아파트),12.78,미국,0.0,일산동구,백석동,20
기타,3.11,캐나다,0.0,일산동구,장항동,20
기타,6.02,미국,0.0,일산동구,장항동,20
기타,4.65,중국,0.0,일산동구,식사동,20
주택용지(아파트),78.95,중국,0.0,일산동구,성석동,20
주택용지(아파트),1.0,오스트레일리아,0.0,일산동구,식사동,20
상업용지,6.72,중국,0.0,일산동구,식사동,20
상업용지,6.72,중국,0.0,일산동구,식사동,20
상업용지,5.14,중국,0.0,일산동구,식사동,20
상업용지,5.14,중국,0.0,일산동구,식사동,20
상업용지,5.14,중국,0.0,일산동구,식사동,20
상업용지,6.72,중국,0.0,일산동구,식사동,20
상업용지,5.4,인도,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),13.5647,중국,0.0,일산동구,장항동,20
주택용지(그 밖의 주택),63.77,중국,0.0,일산동구,식사동,20
주택용지(아파트),106.03,중국,0.0,일산동구,식사동,20
주택용지(아파트),48.35,미국,0.0,일산동구,풍동,20
주택용지(아파트),39.5,미국,0.0,일산동구,마두동,20
기타,21.018,오스트레일리아,0.0,일산동구,풍동,20
기타,21.41,오스트레일리아,0.0,일산동구,풍동,20
주택용지(그 밖의 주택),3.57,캐나다,0.0,일산동구,장항동,20
주택용지(그 밖의 주택),3.55,캐나다,0.0,일산동구,장항동,20
주택용지(그 밖의 주택),3.88,대만,0.0,일산동구,백석동,20
주택용지(그 밖의 주택),3.88,대만,0.0,일산동구,백석동,20
주택용지(그 밖의 주택),3.99,대만,0.0,일산동구,백석동,20
주택용지(그 밖의 주택),4.01,대만,0.0,일산동구,백석동,20
주택용지(아파트),47.08,중국,1.0,일산동구,식사동,20
기타,510.0,캐나다,0.0,일산동구,중산동,20
주택용지(아파트),15.8947,중국,0.0,일산동구,식사동,20
상업용지,128.15,오스트레일리아,0.0,일산동구,풍동,20
기타,24.3566,미국,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),7.0,중국,0.0,일산동구,장항동,20
기타,5.26,미국,0.0,일산동구,장항동,20
주택용지(아파트),43.67,미국,0.0,일산동구,식사동,20
주택용지(아파트),1.0,중국,0.0,일산동구,식사동,20
주택용지(아파트),43.67,미국,0.0,일산동구,식사동,20
주택용지(아파트),26.98,중국,0.0,일산동구,풍동,20
주택용지(아파트),24.91,인도네시아,0.0,일산동구,중산동,20
주택용지(그 밖의 주택),16.74,미국,0.0,일산동구,백석동,20
주택용지(아파트),50.383,대만,0.0,일산동구,백석동,20
주택용지(아파트),53.61,캐나다,0.0,일산동구,장항동,20
주택용지(그 밖의 주택),115.021,캐나다,0.0,일산동구,마두동,20
주택용지(아파트),38.9,캐나다,0.0,일산동구,장항동,20
주택용지(아파트),37.44,캐나다,0.0,일산동구,백석동,20
주택용지(그 밖의 주택),386.0,중국,1.0,일산동구,중산동,20
주택용지(아파트),40.02,미국,0.0,일산동구,풍동,20
주택용지(그 밖의 주택),13.5647,미국,0.0,일산동구,장항동,20
기타,10.39,미국,0.0,일산동구,백석동,20
기타,10.25,미국,0.0,일산동구,백석동,20
상업용지,111.45,미국,0.0,일산동구,식사동,20
상업용지,111.45,미국,0.0,일산동구,식사동,20
주택용지(아파트),33.34,미국,0.0,일산동구,식사동,20
주택용지(아파트),33.34,미국,0.0,일산동구,식사동,20
주택용지(아파트),77.08,뉴질랜드,0.0,일산동구,식사동,20
주택용지(그 밖의 주택),21.21,오스트레일리아,0.0,일산동구,장항동,20
주택용지(아파트),29.27,크로아티아,0.0,일산동구,식사동,20
주택용지(아파트),33.2,중국,0.0,일산동구,사리현동,20
주택용지(아파트),68.01,캐나다,0.0,일산동구,식사동,20
주택용지(아파트),27.003,중국,0.0,일산서구,대화동,19
주택용지(아파트),26.83,중국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),81.48,일본,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),31.833,중국,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),42.15,중국,0.0,일산서구,일산동,19
주택용지(아파트),8.3215,미국,0.0,일산서구,대화동,19
기타,46.365,중국,0.0,일산서구,가좌동,19
주택용지(아파트),38.6988,미국,0.0,일산서구,주엽동,19
주택용지(그 밖의 주택),16.0143,미국,0.0,일산서구,대화동,19
주택용지(그 밖의 주택),25.192,중국,0.0,일산서구,대화동,19
상업용지,1113.0,미국,0.0,일산서구,탄현동,19
상업용지,1113.0,미국,0.0,일산서구,탄현동,19
상업용지,1113.0,미국,0.0,일산서구,탄현동,19
상업용지,1113.0,미국,0.0,일산서구,탄현동,19
상업용지,1113.0,미국,0.0,일산서구,탄현동,19
기타,8.3215,일본,0.0,일산서구,대화동,19
주택용지(아파트),79.297,캐나다,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),46.96,중국,0.0,일산서구,덕이동,19
주택용지(아파트),0.121224,중국,0.0,일산서구,일산동,19
주택용지(아파트),30.629776,중국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),70.09,중국,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),70.09,중국,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),29.821,중국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),51.31,중국,0.0,일산서구,덕이동,19
주택용지(아파트),17.2411,중국,0.0,일산서구,탄현동,19
주택용지(아파트),0.121224,미국,0.0,일산서구,일산동,19
주택용지(아파트),30.629776,미국,0.0,일산서구,일산동,19
주택용지(아파트),8.726,중국,0.0,일산서구,대화동,19
주택용지(아파트),0.121224,중국,0.0,일산서구,일산동,19
주택용지(아파트),30.629776,중국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),69.4399,중국,0.0,일산서구,대화동,19
주택용지(아파트),30.37825,미국,1.0,일산서구,탄현동,19
주택용지(그 밖의 주택),56.125,미국,1.0,일산서구,덕이동,19
주택용지(아파트),21.6536,중국,0.0,일산서구,일산동,19
주택용지(아파트),21.6536,중국,0.0,일산서구,일산동,19
주택용지(아파트),14.258,중국,0.0,일산서구,탄현동,19
주택용지(그 밖의 주택),47.37,우즈베키스탄,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),57.25,이집트,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),19.1168,중국,0.0,일산서구,주엽동,19
기타,16.575,중국,0.0,일산서구,대화동,19
주택용지(아파트),7.91735,중국,0.0,일산서구,대화동,19
주택용지(아파트),60.5,중국,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),60.5,중국,1.0,일산서구,덕이동,19
주택용지(아파트),0.093172,중국,0.0,일산서구,일산동,19
주택용지(아파트),23.541828,중국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),51.31,중국,0.0,일산서구,덕이동,19
주택용지(단독주택),7.9788,중국,0.0,일산서구,대화동,19
주택용지(그 밖의 주택),13.7377,중국,0.0,일산서구,대화동,19
주택용지(단독주택),647.0,오스트레일리아,0.0,일산서구,덕이동,19
기타,571.0,오스트레일리아,0.0,일산서구,덕이동,19
주택용지(아파트),81.68823,중국,0.0,일산서구,덕이동,19
주택용지(아파트),50.67,중국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),23.788,대만,0.0,일산서구,일산동,19
주택용지(아파트),26.83,중국,0.0,일산서구,일산동,19
주택용지(아파트),82.084,캐나다,0.0,일산서구,주엽동,19
주택용지(아파트),765.0,중국,0.0,일산서구,일산동,19
주택용지(아파트),765.0,중국,0.0,일산서구,일산동,19
주택용지(아파트),765.0,미국,0.0,일산서구,일산동,19
주택용지(아파트),7.1467,미국,0.0,일산서구,일산동,19
주택용지(아파트),7.1467,미국,0.0,일산서구,일산동,19
주택용지(아파트),0.344655,중국,0.0,일산서구,일산동,19
주택용지(아파트),0.422854,중국,0.0,일산서구,일산동,19
주택용지(아파트),0.732753,중국,0.0,일산서구,일산동,19
주택용지(아파트),3.814371,중국,0.0,일산서구,일산동,19
주택용지(아파트),6.400729,중국,0.0,일산서구,일산동,19
주택용지(아파트),9.488139,중국,0.0,일산서구,일산동,19
주택용지(아파트),0.344655,중국,0.0,일산서구,일산동,19
주택용지(아파트),0.422854,중국,0.0,일산서구,일산동,19
주택용지(아파트),0.732753,중국,0.0,일산서구,일산동,19
주택용지(아파트),3.814371,중국,0.0,일산서구,일산동,19
주택용지(아파트),6.400729,중국,0.0,일산서구,일산동,19
주택용지(아파트),9.488139,중국,0.0,일산서구,일산동,19
주택용지(아파트),27.657,중국,0.0,일산서구,일산동,19
주택용지(아파트),36.1,중국,0.0,일산서구,일산동,19
주택용지(아파트),33.8964,중국,0.0,일산서구,덕이동,19
주택용지(아파트),0.076984,중국,0.0,일산서구,탄현동,19
주택용지(아파트),0.09341,중국,0.0,일산서구,탄현동,19
주택용지(아파트),0.215261,중국,0.0,일산서구,탄현동,19
주택용지(아파트),0.614891,중국,0.0,일산서구,탄현동,19
주택용지(아파트),1.254789,중국,0.0,일산서구,탄현동,19
주택용지(아파트),12.384603,중국,0.0,일산서구,탄현동,19
주택용지(아파트),14.240062,중국,0.0,일산서구,탄현동,19
주택용지(아파트),53.7659,미국,0.0,일산서구,가좌동,19
주택용지(아파트),21.911,중국,0.0,일산서구,일산동,19
주택용지(아파트),66.7401,중국,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),56.125,중국,0.0,일산서구,덕이동,19
주택용지(아파트),33.18,중국,0.0,일산서구,일산동,19
주택용지(아파트),0.515675,중국,0.0,일산서구,일산동,19
주택용지(아파트),0.881909,중국,0.0,일산서구,일산동,19
주택용지(아파트),1.824858,중국,0.0,일산서구,일산동,19
주택용지(아파트),38.26305,중국,0.0,일산서구,덕이동,19
주택용지(아파트),38.26305,중국,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),56.125,중국,1.0,일산서구,덕이동,19
주택용지(그 밖의 주택),27.16,중국,0.0,일산서구,덕이동,19
주택용지(아파트),22.4055,캐나다,0.0,일산서구,주엽동,19
주택용지(아파트),22.4055,캐나다,0.0,일산서구,주엽동,19
기타,66.0,미국,0.0,일산서구,덕이동,19
주택용지(아파트),25.7,러시아,0.0,일산서구,일산동,19
주택용지(아파트),76.97,대만,0.0,일산서구,일산동,19
주택용지(아파트),76.53,대만,0.0,일산서구,덕이동,19
주택용지(아파트),8.58,말레이지아,0.0,일산서구,대화동,19
주택용지(아파트),8.81,말레이지아,0.0,일산서구,대화동,19
주택용지(아파트),66.74,중국,0.0,일산서구,덕이동,19
주택용지(아파트),7.7756,중국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),13.7377,인도,0.0,일산서구,대화동,19
주택용지(아파트),21.911,중국,0.0,일산서구,일산동,19
주택용지(아파트),95.717,미국,0.0,일산서구,대화동,19
주택용지(아파트),28.02,중국,0.0,일산서구,주엽동,19
상업용지,393.3333,미국,0.0,일산서구,덕이동,19
주택용지(아파트),48.91,미국,0.0,일산서구,탄현동,19
주택용지(아파트),18.16,미국,0.0,일산서구,일산동,19
주택용지(아파트),37.67,뉴질랜드,0.0,일산서구,덕이동,19
주택용지(아파트),37.67,뉴질랜드,0.0,일산서구,덕이동,19
기타,13.7,오스트레일리아,0.0,일산서구,대화동,19
주택용지(그 밖의 주택),32.50875,중국,0.0,일산서구,덕이동,19
주택용지(아파트),12.137,미국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),57.05,중국,1.0,일산서구,덕이동,19
주택용지(단독주택),45.44,중국,0.0,일산서구,덕이동,19
주택용지(아파트),38.036,중국,0.0,일산서구,일산동,19
주택용지(아파트),42.1185,미국,0.0,일산서구,일산동,19
주택용지(아파트),26.16,우즈베키스탄,0.0,일산서구,주엽동,19
주택용지(아파트),53.7,미국,0.0,일산서구,주엽동,19
주택용지(아파트),39.03,중국,0.0,일산서구,일산동,19
주택용지(아파트),1.18,중국,0.0,일산서구,일산동,19
주택용지(아파트),37.79,미국,0.0,일산서구,주엽동,19
주택용지(아파트),20.63,중국,0.0,일산서구,일산동,19
주택용지(아파트),24.48,중국,0.0,일산서구,대화동,19
주택용지(아파트),27.794,중국,0.0,일산서구,일산동,19
주택용지(그 밖의 주택),74.87,베트남,0.0,일산서구,덕이동,19
주택용지(아파트),33.63,중국,0.0,일산서구,일산동,19
주택용지(아파트),90.7647,중국,0.0,일산서구,덕이동,19
주택용지(아파트),39.23,캐나다,0.0,일산서구,대화동,20
주택용지(아파트),53.2408,미국,0.0,일산서구,덕이동,20
주택용지(아파트),54.006,캐나다,0.0,일산서구,대화동,20
기타,33.0,중국,0.0,일산서구,법곳동,20
주택용지(아파트),90.7647,이탈리아,0.0,일산서구,덕이동,20
주택용지(아파트),90.7647,뉴질랜드,0.0,일산서구,덕이동,20
주택용지(아파트),21.81,대만,0.0,일산서구,탄현동,20
주택용지(그 밖의 주택),63.0,중국,0.0,일산서구,덕이동,19
주택용지(아파트),41.191,중국,0.0,일산서구,일산동,20
주택용지(아파트),89.3554,중국,0.0,일산서구,덕이동,20
주택용지(아파트),12.1916,미국,0.0,일산서구,대화동,20
주택용지(아파트),44.68,중국,0.0,일산서구,덕이동,20
주택용지(아파트),89.3554,미국,0.0,일산서구,덕이동,20
상업용지,9.31,미국,0.0,일산서구,일산동,20
주택용지(아파트),38.036,중국,0.0,일산서구,일산동,20
주택용지(아파트),90.7647,대만,0.0,일산서구,덕이동,20
주택용지(아파트),11.6,중국,0.0,일산서구,일산동,20
주택용지(아파트),11.6,중국,0.0,일산서구,일산동,20
주택용지(그 밖의 주택),32.50875,중국,0.0,일산서구,덕이동,19
주택용지(그 밖의 주택),32.50875,중국,0.0,일산서구,덕이동,19
주택용지(아파트),21.7923,미국,0.0,일산서구,일산동,20
주택용지(아파트),32.22,중국,0.0,일산서구,일산동,20
주택용지(아파트),33.913,미국,0.0,일산서구,주엽동,20
주택용지(아파트),37.6,중국,0.0,일산서구,주엽동,20
주택용지(아파트),31.43,미국,0.0,일산서구,탄현동,20
주택용지(아파트),12.38,중국,0.0,일산서구,탄현동,20
주택용지(아파트),14.24,중국,0.0,일산서구,탄현동,20
주택용지(아파트),0.09,중국,0.0,일산서구,탄현동,20
주택용지(아파트),0.22,중국,0.0,일산서구,탄현동,20
주택용지(아파트),0.08,중국,0.0,일산서구,탄현동,20
주택용지(아파트),0.61,중국,0.0,일산서구,탄현동,20
주택용지(아파트),1.25,중국,0.0,일산서구,탄현동,20
상업용지,6.86885,중국,0.0,일산서구,대화동,20
주택용지(아파트),36.847,중국,0.0,일산서구,일산동,20
주택용지(아파트),13.7,미국,0.0,일산서구,대화동,20
주택용지(아파트),56.47,중국,0.0,일산서구,대화동,20
주택용지(아파트),11.3,중국,0.0,일산서구,일산동,20
주택용지(아파트),11.3,중국,0.0,일산서구,일산동,20
주택용지(아파트),11.3,중국,0.0,일산서구,일산동,20
주택용지(그 밖의 주택),51.31,중국,0.0,일산서구,덕이동,20
주택용지(그 밖의 주택),31.05,중국,0.0,일산서구,덕이동,20
주택용지(그 밖의 주택),29.08,중국,0.0,일산서구,덕이동,20
주택용지(아파트),26.3272,영국,0.0,일산서구,탄현동,20
기타,6.84775,미국,0.0,일산서구,대화동,20
주택용지(아파트),34.88,중국,0.0,일산서구,일산동,20
주택용지(그 밖의 주택),15.83,뉴질랜드,0.0,일산서구,대화동,20
주택용지(아파트),37.173,미국,0.0,일산서구,주엽동,20
